ts_code,trade_date,close,mkt_ret
399300.SZ,2021-11-15,4882.3777,-0.0012268289815496
399300.SZ,2021-11-16,4883.3206,0.000193123117042
399300.SZ,2021-11-17,4885.7544,0.0004983903780553
399300.SZ,2021-11-18,4837.6185,-0.0098522963004444
399300.SZ,2021-11-19,4890.0575,0.0108398378251612
399300.SZ,2021-11-22,4912.399,0.0045687601832904
399300.SZ,2021-11-23,4913.3457,0.0001927164304038
399300.SZ,2021-11-24,4916.6579,0.0006741231336522
399300.SZ,2021-11-25,4896.4416,-0.0041117971620519
399300.SZ,2021-11-26,4860.1265,-0.0074166308855802
399300.SZ,2021-11-29,4851.423,-0.0017907970090903
399300.SZ,2021-11-30,4832.026,-0.0039982083607221
399300.SZ,2021-12-01,4843.851,0.0024472136532378
399300.SZ,2021-12-02,4856.163,0.0025417792578672
399300.SZ,2021-12-03,4901.0175,0.0092366133509109
399300.SZ,2021-12-06,4892.6209,-0.0017132360780185
399300.SZ,2021-12-07,4922.1015,0.0060255230483932
399300.SZ,2021-12-08,4995.9298,0.0149993452999699
399300.SZ,2021-12-09,5078.6901,0.0165655450162649
399300.SZ,2021-12-10,5055.1172,-0.0046415314846637
399300.SZ,2021-12-13,5083.8007,0.0056741513332272
399300.SZ,2021-12-14,5049.6953,-0.0067086422172292
399300.SZ,2021-12-15,5005.8991,-0.0086730381534111
399300.SZ,2021-12-16,5034.7321,0.0057598044674933
399300.SZ,2021-12-17,4954.7599,-0.015884102353728
399300.SZ,2021-12-20,4880.4178,-0.0150041781035645
399300.SZ,2021-12-21,4913.4853,0.0067755469623933
399300.SZ,2021-12-22,4914.4544,0.000197232705672
399300.SZ,2021-12-23,4948.7389,0.0069762576289242
399300.SZ,2021-12-24,4921.3449,-0.0055355516937861
399300.SZ,2021-12-27,4919.3238,-0.000410680421931
399300.SZ,2021-12-28,4955.9644,0.0074483001098646
399300.SZ,2021-12-29,4883.4804,-0.0146256094979212
399300.SZ,2021-12-30,4921.5109,0.0077875811685452
399300.SZ,2021-12-31,4940.3733,0.0038326441581182
399300.SZ,2022-01-04,4917.7653,-0.0045761724119106
399300.SZ,2022-01-05,4868.1202,-0.0100950527264893
399300.SZ,2022-01-06,4818.2318,-0.0102479803189742
399300.SZ,2022-01-07,4822.3689,0.0008586344891088
399300.SZ,2022-01-10,4844.0451,0.0044949277936825
399300.SZ,2022-01-11,4797.7735,-0.0095522644906835
399300.SZ,2022-01-12,4845.5787,0.0099640385274544
399300.SZ,2022-01-13,4765.9191,-0.0164396463109762
399300.SZ,2022-01-14,4726.7317,-0.0082224224074638
399300.SZ,2022-01-17,4767.2762,0.0085777028554423
399300.SZ,2022-01-18,4813.3472,0.0096640089785442
399300.SZ,2022-01-19,4780.3784,-0.0068494539517117
399300.SZ,2022-01-20,4823.5091,0.009022444750399
399300.SZ,2022-01-21,4779.3142,-0.0091623958996989
399300.SZ,2022-01-24,4786.7377,0.0015532563228422
399300.SZ,2022-01-25,4678.4511,-0.0226222130366573
399300.SZ,2022-01-26,4712.3109,0.0072373952994828
399300.SZ,2022-01-27,4619.8765,-0.0196155139084732
399300.SZ,2022-01-28,4563.772,-0.0121441558015674
399300.SZ,2022-02-07,4634.0899,0.0154078468424803
399300.SZ,2022-02-08,4608.7729,-0.005463208644269
399300.SZ,2022-02-09,4652.0609,0.0093925218142123
399300.SZ,2022-02-10,4639.8625,-0.0026221496799407
399300.SZ,2022-02-11,4601.3953,-0.0082905905078005
399300.SZ,2022-02-14,4551.6878,-0.010802701519689
399300.SZ,2022-02-15,4600.1025,0.0106366477946928
399300.SZ,2022-02-16,4617.9893,0.0038883481400686
399300.SZ,2022-02-17,4629.1649,0.0024200142689805
399300.SZ,2022-02-18,4651.2358,0.0047677929986897
399300.SZ,2022-02-21,4634.3141,-0.0036381083926126
399300.SZ,2022-02-22,4574.1527,-0.0129817268967591
399300.SZ,2022-02-23,4623.0465,0.0106891490526761
399300.SZ,2022-02-24,4529.3189,-0.0202739903221825
399300.SZ,2022-02-25,4573.4247,0.009737843806935
399300.SZ,2022-02-28,4581.6459,0.0017976025712198
399300.SZ,2022-03-01,4619.6862,0.0083027586221797
399300.SZ,2022-03-02,4578.6007,-0.0088935694376817
399300.SZ,2022-03-03,4551.6283,-0.0058909701385403
399300.SZ,2022-03-04,4496.4301,-0.0121271326131794
399300.SZ,2022-03-07,4352.7775,-0.0319481448182635
399300.SZ,2022-03-08,4265.391,-0.0200760319129568
399300.SZ,2022-03-09,4226.3463,-0.0091538384171578
399300.SZ,2022-03-10,4292.8374,0.0157325252783948
399300.SZ,2022-03-11,4306.5217,0.0031877051760684
399300.SZ,2022-03-14,4174.7577,-0.0305963859418146
399300.SZ,2022-03-15,3983.812,-0.0457381514620597
399300.SZ,2022-03-16,4156.081,0.043242251391381
399300.SZ,2022-03-17,4237.6956,0.0196373939776437
399300.SZ,2022-03-18,4265.9017,0.0066559995484338
399300.SZ,2022-03-21,4258.7459,-0.001677441371891
399300.SZ,2022-03-22,4255.295,-0.0008103089691262
399300.SZ,2022-03-23,4276.5174,0.0049872923028837
399300.SZ,2022-03-24,4251.3061,-0.0058952876001392
399300.SZ,2022-03-25,4174.5742,-0.0180490179241621
399300.SZ,2022-03-28,4148.4663,-0.0062540270574181
399300.SZ,2022-03-29,4134.1441,-0.003452408423807
399300.SZ,2022-03-30,4254.0989,0.0290156310710116
399300.SZ,2022-03-31,4222.5968,-0.0074051169802374
399300.SZ,2022-04-01,4276.158,0.012684422059904
399300.SZ,2022-04-06,4263.8411,-0.0028803659733809
399300.SZ,2022-04-07,4209.0998,-0.0128384943801024
399300.SZ,2022-04-08,4230.7669,0.0051476802712067
399300.SZ,2022-04-11,4100.0703,-0.0308919406550144
399300.SZ,2022-04-12,4179.9727,0.0194880560950381
399300.SZ,2022-04-13,4139.737,-0.0096258284174918
399300.SZ,2022-04-14,4191.5684,0.0125204572174513
399300.SZ,2022-04-15,4188.7472,-0.0006730654806922
399300.SZ,2022-04-18,4166.3844,-0.0053387800533772
399300.SZ,2022-04-19,4134.9017,-0.0075563598980448
399300.SZ,2022-04-20,4070.7889,-0.0155052779126527
399300.SZ,2022-04-21,3995.83,-0.0184138509368541
399300.SZ,2022-04-22,4013.2498,0.0043594947733012
399300.SZ,2022-04-25,3814.9127,-0.0494205718268522
399300.SZ,2022-04-26,3784.1198,-0.0080717181287005
399300.SZ,2022-04-27,3895.5361,0.0294431217531749
399300.SZ,2022-04-28,3921.1073,0.0065642313005391
399300.SZ,2022-04-29,4016.241,0.0242619476391272
399300.SZ,2022-05-05,4010.2102,-0.0015016031159484
399300.SZ,2022-05-06,3908.815,-0.0252842606604511
399300.SZ,2022-05-09,3877.4364,-0.0080276503236914
399300.SZ,2022-05-10,3919.8684,0.0109433129580152
399300.SZ,2022-05-11,3976.4231,0.0144277037463809
399300.SZ,2022-05-12,3958.74,-0.0044469865392342
399300.SZ,2022-05-13,3988.6002,0.0075428545446278
399300.SZ,2022-05-16,3956.5378,-0.0080385093497211
399300.SZ,2022-05-17,4005.8934,0.012474441669684
399300.SZ,2022-05-18,3991.9069,-0.0034914808267239
399300.SZ,2022-05-19,3999.5984,0.0019267733924355
399300.SZ,2022-05-20,4077.5998,0.0195023080317264
399300.SZ,2022-05-23,4053.9823,-0.005792010289975
399300.SZ,2022-05-24,3959.1541,-0.0233913700116549
399300.SZ,2022-05-25,3983.1784,0.0060680386247151
399300.SZ,2022-05-26,3993.0446,0.0024769666354889
399300.SZ,2022-05-27,4001.2988,0.002067144454134
399300.SZ,2022-05-30,4029.0179,0.006927525632427
