ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag,guidance_yoy_midpoint,name,industry,list_date,event_trade_date,prev_mid_same_period,prev_low_same_period,prev_high_same_period,is_upward_revision,consensus_source,analyst_consensus_yoy_proxy,ES_main,consensus_proxy_v2,consensus_source_v2,quarter,firm_hist_mid,ind_q,ind_hist_mid,ES_raw_v2,firm_es_mad,ES_scale,ES_std_unclipped,ES_std,event_type,positive_revision_dummy
000010.SZ,2022-01-29,2021-12-31,略减,-44.65,-20.93,2205.0,3150.0,3983.96,2022-01-29,预计:净利润2205-3150,"本期归属于上市公司股东的净利润较上期减少的主要原因为：本期非经营性损益较上期减少约5,487万元，同时由于本期较上期新增项目收入，实现扣除非经常性损益后的净利润较上期增加。",1,-32.79,美丽生态,建筑工程,1995-10-27,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-119.01750000000001,40.571175,firm_hist_mid_same_q,4,40.571175,建筑工程_4,39.932500000000005,-73.361175,254.01955199999998,376.60938779519995,-0.19479380328111678,-0.19479380328111678,guidance_initial,0
000012.SZ,2022-01-29,2021-12-31,预增,66.0,109.0,129000.0,163000.0,77933.0,2022-01-29,预计:净利润129000-163000,"报告期内，玻璃市场需求总体向好，产品均价同比有较大幅度上涨；同时，电子玻璃及显示器件业务整体业绩（不考虑计提减值因素）同比迅速提升。公司前三季度累计已计提资产减值69,845万元，根据实际情况公司拟在第四季度对清远南玻一期产线技改在建资产，以及商誉和部分涉诉应收款项等资产计提减值准备，预计全年计提减值准备约107,000万元至118,000万元。",1,87.5,南玻Ａ,玻璃,1992-02-28,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,1.2724999999999937,0.0,fallback_zero,4,,玻璃_4,,87.5,135.2777777777778,200.56283333333334,0.43627225715631923,0.43627225715631923,guidance_initial,0
000017.SZ,2022-01-29,2021-12-31,首亏,-163.3948,-142.2632,-240.0,-160.0,378.58,2022-01-29,预计:净利润-240--160,业绩变动原因主要是毛利有所下降、费用有所增加及信用减值损失增加等原因共同所致。,1,-152.829,深中华A,服饰,1992-03-31,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-239.05650000000003,-74.67790000000001,firm_hist_mid_same_q,4,-74.67790000000001,服饰_4,,-78.1511,676.0208359374999,1002.2684913609373,-0.07797421616425552,-0.07797421616425552,guidance_initial,0
000031.SZ,2022-01-29,2021-12-31,扭亏,121.9733,132.3136,8500.0,12500.0,-38683.36,2022-01-29,预计:净利润8500-12500,2021年，随着国内疫情的有效控制与消费需求的回升，国内零售及酒店业务逐步复苏，公司持有型业务及酒店运营收入稳步提升；本年达到收入结算条件的商品房资源同比增加，权益占比高的销售型结算项目业绩贡献同比增长，公司业绩与上年同期相比实现扭亏为盈。本年非经常性损益对公司业绩的影响金额约为6000万元-6600万元，主要为收到的违约金等营业外款项及资产处置收益。,1,127.14345,大悦城,全国地产,1993-10-08,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,40.915949999999995,-50.260850000000005,firm_hist_mid_same_q,4,-50.260850000000005,全国地产_4,-31.299999999999997,177.4043,41.8152125,61.995234052499995,2.8615796473930093,2.8615796473930093,guidance_initial,0
000032.SZ,2022-01-29,2021-12-31,预增,54.0,82.0,33000.0,39000.0,21373.2,2022-01-29,预计:净利润33000-39000,2021年4月，公司完成与中国系统的重大资产重组，中国系统纳入公司合并报表范围。本次重组完成后，公司形成了产业服务和信息服务两大业务布局。2021年度，公司整体收入规模和利润均较上年同期实现了大幅增长。其中，产业服务业务包括高科技产业工程、供热服务等虽然受到更加严峻的市场环境和原材料价格上涨等因素的影响，但凭借公司多年来积累的市场能力、交付能力和运营管理能力，仍然保持了持续稳定发展，收入规模和利润均实现了同比增长；信息服务业务初步形成以“云+数+解决方案”的主营产品及服务能力，收入规模实现了翻倍以上增长，综合毛利率水平持续提升。,1,68.0,深桑达Ａ,建筑工程,1993-10-28,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-18.227500000000006,29.865000000000002,industry_hist_median,4,,建筑工程_4,29.865000000000002,38.135,,481.394909548882,0.07921770513887762,0.07921770513887762,guidance_initial,0
000034.SZ,2022-01-29,2021-12-31,预减,-67.95,-58.34,20000.0,26000.0,62409.0,2022-01-29,预计:净利润20000-26000,报告期内，公司业绩变动的主要影响因素为：1、公司整体业务保持良好增长，营业收入预计同比增长28%-38%。云服务业务继续保持高速增长，服务能力持续提升，业务结构不断改善，云业务收入预计同比增长45%-55%；同时，公司坚定对自主品牌业务的持续投入，聚焦重点行业和核心产品，收入预计同比增长120%-140%。2、为了更好地聚焦主业，公司于2021年5月出售所持北京迪信通商贸股份有限公司（以下简称“迪信通”）19.62%股权。交易完成后，公司当期获得人民币约4.59亿元现金流入，对应该部分股权累计现金净流入人民币0.59亿元。此次出售整体产生累计投资收益人民币0.73亿元，受冲回2017年购买迪信通获得的一次性收益及冲回历年计提迪信通投资收益及其他权益变动影响，当期产生非经常性损失人民币4.77亿元。交易的具体情况详见巨潮资讯网（www.cninfo.com.cn）的《关于出售北京迪信通商贸股份有限公司部分股权的公告》（公告编号2021-064）。剔除上述迪信通股权交易等非经常性损益的影响，报告期内，公司扣除非经常性损益净利润预计为盈利6.60亿元至7.00亿元，同比增长1.25%至7.39%。,1,-63.145,神州数码,软件服务,1994-05-09,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-149.3725,-33.14,industry_hist_median,4,,软件服务_4,-33.14,-30.005000000000003,60.99057500000001,90.424626495,-0.33182332250671914,-0.33182332250671914,guidance_initial,0
000045.SZ,2022-01-29,2021-12-31,预增,34.16,87.83,5000.0,7000.0,3726.8,2022-01-29,预计:净利润5000-7000,"本报告期归属于上市公司股东的净利润较上年同期有较大幅度增长，主要原因：一是2021年偏光片市场行情总体稳定向好，公司进一步优化订单结构，平均毛利率稳步提高；二是2020年应对新冠疫情支持企业共渡难关，公司积极响应深圳市委市政府及国资委的号召对部分租户减免2020年度二、三及十一月份租金，本期租金收入同比大幅增加。公司超大尺寸电视用偏光片项目（7号线）于2021年7月份正式投产进入爬坡阶段，较高的固定资产折旧、摊销，导致产品单位制造成本较高，同时，公司增加研发投入，对公司2021年下半年业绩造成一定影响。随着7号线爬坡的实质性推进，车速和良率等主要技术指标提升，主要客户产品陆续完成导入，超大尺寸订单稳定增长，产能持续释放，经营业绩逐月改善。报告期内，公司预计非经常性损益对归属于上市公司股东的净利润的影响金额约为2,103万元，主要为深圳市深纺进出口有限公司的清算收益和政府补助收入。",1,60.995,深纺织Ａ,元器件,1994-08-15,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-25.23250000000001,136.6275,firm_hist_mid_same_q,4,136.6275,元器件_4,129.2775,-75.6325,2286.9896875,3390.6909106874996,-0.02230592583995357,-0.02230592583995357,guidance_initial,0
000048.SZ,2022-01-29,2021-12-31,预减,-57.3,-53.84,37000.0,40000.0,86656.35,2022-01-29,预计:净利润37000-40000,"本报告期业绩较上年同期下降的主要原因系：1、报告期内，公司房地产项目结转销售收入较上年同期有所减少。2、报告期内，公司生猪养殖项目逐步引种投产，固定资产折旧费用及人力成本有所增加，同时受饲料原料价格上涨及生猪市场价格下跌影响，生猪养殖业务出现亏损。3、报告期内，公司按照企业会计准则的有关规定和要求，对目前存栏的生物资产初步计提了减值准备约5,000万元（最终数据以审计报告为准）。4、公司山海御园项目于2021年7月开盘预售，截至报告期末，商品房累计销售建筑面积11.21万平方米，销售金额77.95亿元，累计预收款项66.16亿元。由于尚未满足收入确认条件，公司将在以后期间逐步确认销售收入。",1,-55.57,京基智农,农业综合,1994-11-01,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-141.7975,145.76999999999998,firm_hist_mid_same_q,4,145.76999999999998,农业综合_4,,-201.33999999999997,140.46428571428572,208.25235,-0.966807817534832,-0.966807817534832,guidance_initial,0
000056.SZ,2022-01-29,2021-12-31,续亏,-413.3396,-276.4491,-150000.0,-110000.0,-29220.42,2022-01-29,预计:净利润-150000--110000,2021年度公司归属于上市公司股东的净利润较上年同期变动的主要原因为：1、随着新冠疫情逐步得到控制，公司商业不动产出租率提升，2021年公司主营业务收入有所增长，但受融资环境和政策的影响及部分融资涉诉导致公司融资成本上升，初步测算计提利息3.6亿元。2、受调控政策及经济环境的影响，公司及其下属子公司持有的投资性房地产所处区域的市场价格有下降迹象。经初步评估测算，公司投资性房地产公允价值变动预计减少归属于上市公司股东的净利润约5.3亿元，该项目属于非经常性损益。最终公允价值变动金额将由公司聘请的具有证券期货服务资格的评估机构及审计机构进行评估和审计后确认。3、为客观反映公司财务状况，根据《企业会计准则第8号资产减值》及公司会计政策相关规定，公司重点对各类应收款项收回的可能性进行了分析和评估，经公司初步测算，基于谨慎性原则，公司对存在减值迹象的应收同心基金和同心再贷的欠款及应收关联方的经营性往来款等应收款项计提了减值准备约3.3亿元。,1,-344.89435000000003,皇庭国际,其他商业,1996-07-08,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-431.12185000000005,-594.0607,firm_hist_mid_same_q,4,-594.0607,其他商业_4,114.270275,249.16634999999997,115.38997656250001,171.0771792515625,1.456455800183672,1.456455800183672,guidance_initial,0
000058.SZ,2022-01-28,2021-12-31,预增,73.58,73.58,4500.0,4500.0,2592.49,2022-01-28,预计:净利润4500,"1．公司本报告期归属于上市公司股东的净利润约4,500万元，比上年同期上升73.58%，主要原因:一是公司本报告期巩固提升存量业务，加快战略性新兴业务布局，整体经营稳中有升;二是上年同期公司贯彻落实深圳市委市政府租金减免的决策部署，对符合政策的商户进行租金减免，减少公司2020年度归属于上市公司股东的净利润7,300万元,本报告期因“5？18”应急抢险工程而引起的经营损失减少公司2021年度归属于上市公司的净利润约5,500万元。2．公司本报告期扣除非经常性损益后的净利润约1,300万元，比上年同期上升155.65%，除上述业绩上升的原因外，主要是公司处置深圳华控赛格股份有限公司（以下简称“华控赛格”）股票等非经常性收益减少所致。",1,73.58,深赛格,商品城,1996-12-26,2022-02-07,,,,False,cross_sectional_90d_median,80.1025,-6.522500000000008,29.43,firm_hist_mid_same_q,4,29.43,商品城_4,,44.15,205.15119999999996,304.15716911999993,0.14515521737572915,0.14515521737572915,guidance_initial,0
000063.SZ,2022-01-29,2021-12-31,预增,52.59,69.02,650000.0,720000.0,425975.2,2022-01-29,预计:净利润650000-720000,本集团2021年度业绩较上年同期增长，主要为以下原因综合影响所致：（1）2021年营业收入实现双位数同比增长，其中，国内、国际市场和运营商网络、政企、消费者三大业务营业收入均实现同比增长。（2）2021年毛利率同比恢复改善。（3）2021年资产减值损失预计约14亿元人民币，其中第四季度单季度资产减值损失约11亿元人民币，主要由于全球芯片供应紧张情况下，公司对关键物料提前备料，考虑到公司备料及生产周期相对较长，与前期政策保持一致，基于谨慎性原则计提存货跌价准备。,1,60.805,中兴通讯,通信设备,1997-11-18,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-25.422500000000007,34.5275,industry_hist_median,4,,通信设备_4,34.5275,26.277499999999996,66.85916666666667,99.1254005,0.26509350648222596,0.26509350648222596,guidance_initial,0
000069.SZ,2022-01-29,2021-12-31,预减,-74.86,-67.42,318849.0,413228.0,1268535.83,2022-01-29,预计:净利润318849-413228,受疫情反复及房地产调控政策的影响，公司预计今年营业收入超过两位数的增加，但净利润同比下降幅度较大，主要原因如下：（一）受疫情反复的持续影响，公司过往利润贡献较好的部分景区预计净利大幅减少甚至亏损，商业出租、酒店业务的营收也呈现下滑迹象，文旅版块经营状况虽较2020年有所恢复，但盈利水平尚难以恢复至疫情前水平；（二）受房地产调控政策影响，公司近年拓展的项目毛利率普遍在行业平均水平，加之因公司内部结转结构变化深圳地区高毛利率项目已于去年结转完毕，导致今年结转项目的毛利率下降幅度较大；（三）本年度因市场行情下行及政策收紧导致各地产公司为保证资金安全趋于较为保守的投资策略，公司通过股权转让实现的投资收益预计较上年有较大幅度减少；（四）在疫情、当期行业形势仍处于重大不确定性中，为确保后续更加平稳的发展，公司经过慎重考虑和评估，对部分存在减值迹象的存货、固定资产计提减值。,1,-71.14,华侨城Ａ,全国地产,1997-09-10,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-157.3675,12.25,industry_hist_median,4,,全国地产_4,12.25,-83.39,,481.394909548882,-0.1732257619386654,-0.1732257619386654,guidance_initial,0
000070.SZ,2022-01-29,2021-12-31,首亏,-6128.5702,-5254.8644,-69000.0,-59000.0,1144.55,2022-01-29,预计:净利润-69000--59000,本期业绩亏损的主要原因：受新冠疫情、芯片短缺及原材料价格大幅上涨等问题的影响，全资子公司深圳特发东智科技有限公司经营不及预期，前期部分合同执行异常，对相关的应收账款和存货计提大额减值损失所致。公司未来将会持续加大市场开拓力度，克服不利因素影响，提高经营效率，提升盈利水平，实现扭亏为盈。,1,-5691.7173,特发信息,通信设备,2000-05-11,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-5777.9448,-96.905,firm_hist_mid_same_q,4,-96.905,通信设备_4,59.1525,-5594.8123000000005,144.53834375,214.29254844374998,-26.10829140178242,-9.504402971465137,guidance_initial,0
000078.SZ,2022-01-28,2021-12-31,扭亏,120.795,129.4595,6000.0,8500.0,-28853.13,2022-01-28,预计:净利润6000-8500,"报告期内，归属于上市公司股东的净利润实现扭亏为盈，主要系以下原因：1、报告期内，国内新冠肺炎疫情得到控制，公立医疗机构基本恢复接诊，公司下属经营单位对公立医疗机构的配送业务恢复正常，公司营业收入较上年同期有所增长。2、计提商誉减值准备。报告期内，国内新冠肺炎疫情得到控制，公立医疗机构恢复接诊，公司下属经营单位对公立医疗机构的配送业务恢复正常，公司下属子公司营业收入较上年同期实现增长。公司根据《会计监管风险提示第8号—商誉减值》及《企业会计准则第8号—资产减值》的相关要求，对前期收购子公司形成的商誉进行了初步减值测试，预计本期计提的商誉减值额为17,000万元-21,000万元（实际计提金额需依据评估机构出具的商誉减值测试评估报告确定），本报告期计提商誉减值准备较上年同期有所减少，导致公司本报告期业绩扭亏为盈。",1,125.12725,海王生物,医药商业,1998-12-18,2022-02-07,,,,False,cross_sectional_90d_median,80.1025,45.02475,-234.87635,firm_hist_mid_same_q,4,-234.87635,医药商业_4,,360.0036,,481.394909548882,0.7478342476395554,0.7478342476395554,guidance_initial,0
000089.SZ,2022-01-29,2021-12-31,首亏,-280.98,-190.84,-5080.0,-2550.0,2807.0,2022-01-29,预计:净利润-5080--2550,报告期内，公司受新型冠状病毒肺炎疫情影响，旅客吞吐量和起降架次有所下降，疫情防范相关费用支出较多，导致经营业绩同比下降。,1,-235.91000000000003,深圳机场,机场,1998-04-20,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-322.13750000000005,-95.255,firm_hist_mid_same_q,4,-95.255,机场_4,,-140.65500000000003,152.15585625,225.58627247624997,-0.6235086845313621,-0.6235086845313621,guidance_initial,0
000100.SZ,2022-01-28,2021-12-31,预增,128.0,135.0,1000000.0,1030000.0,438816.0,2022-01-28,预计:净利润1000000-1030000,报告期内，公司经营及业绩的主要影响因素有：（一）半导体显示业务营业收入同比增长超过80%，净利润同比增长超过330%。大尺寸业务营业收入同比增长超过90%，净利润同比增长超过300%。t1、t2和t6保持满销满产，t7按计划量产，t10产线和产品加速整合，大尺寸出货面积同比增长36%；受物流响应和部分区域需求调整的影响，主要产品价格自三季度回调，但报告期内均价仍显著高于上年同期，公司看好显示行业长期竞争格局改善和产业链战略价值的提升；TV和商显产品高端化的经营策略加速产品和客户结构优化，逐步推动大尺寸业务盈利的均衡稳定。中小尺寸实现营业收入同比增长超30%，经营效益正在逐步改善。t3产品和客户结构不断优化，盈利能力提升；t4柔性OLED产线二、三期产能建设稳步推进，产品技术及客户结构得以改善；定位于高附加值IT显示屏的t9和定位于车载、AR/VR等产品的t5按计划投建，公司将继续推进中小尺寸业务战略，优化效益结构，实现可持续增长。（二）中环半导体于2020年第四季度并表，成为公司2021年业绩增长新驱动。中环半导体通过体制机制改革激发组织活力，发挥G12+叠瓦的技术优势和智能制造的工艺优势，进一步提升行业领先地位。光伏材料产能规模快速提升，尤其是G12产品的技术、成本和生态优势增强；半导体材料产能稳步扩张，8-12英寸产品结构持续升级，中环半导体超额达成业绩倍增计划。（三）报告期内，产业金融板块为公司核心产业支撑赋能，其他业务经营稳健。公司将继续以“经营提质增效，锻长板补短板，加快全球布局，创新驱动发展”为核心要求，在半导体显示、半导体光伏及半导体材料领域打造战略控制点，在所处行业赛道中成为全球领先者！,1,131.5,TCL科技,元器件,2004-01-30,2022-02-07,,,,False,cross_sectional_90d_median,80.1025,51.397499999999994,65.0,firm_hist_mid_same_q,4,65.0,元器件_4,114.04415,66.5,155.29920833333333,230.24660627499998,0.288820760817531,0.288820760817531,guidance_initial,0
000159.SZ,2022-01-29,2021-12-31,预减,-77.0,-77.0,2000.0,2000.0,8871.0,2022-01-29,预计:净利润2000,报告期业绩较上年同期减少的主要原因，系对参股公司万家基金管理有限公司股权投资持有目的变化后，对已确认的累计权益变动调整金额计提递延所得税负债约9000余万元所致。,1,-77.0,国际实业,石油贸易,2000-09-26,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-163.22750000000002,54.760000000000005,firm_hist_mid_same_q,4,54.760000000000005,石油贸易_4,,-131.76,258.28061224489795,382.9268357142857,-0.34408661841164473,-0.34408661841164473,guidance_initial,0
000403.SZ,2022-01-29,2021-12-31,预增,116.0,160.0,40169.0,48351.0,18597.0,2022-01-29,预计:净利润40169-48351,"报告期内,公司归属于上市公司股东的净利润同比实现大幅增长,主要因为:1,公司坚定执行“三步走”战略规划,内生与外延并举,外延扩张效果显现,原料血浆供应大幅增长,产品种类同比增多,产品结构不断优化,通过积极调整销售策略,实现量价齐升,此外,受全球新冠疫情影响,海外出口实现较大突破且趋势向好,销售利润同比明显提升;2,公司不断提升经营管理水平,合理利用募集配套资金,积极推动与新疆德源生物工程有限公司战略合作,公司财务收益同比大幅增加;3,公司完成战略重组哈尔滨派斯菲科生物制药有限公司(以下简称“派斯菲科”),派斯菲科已成为公司全资子公司,自2021年2月1日起纳入合并报表范围,派斯菲科经营情况良好,助力公司业绩快速增长.4,为进一步建立健全公司长效激励机制,吸引和留住优秀人才,公司制定了股权激励计划,本年度计提股权激励费用约2,500万元.",1,138.0,派林生物,生物制药,1996-06-28,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,51.772499999999994,105.0,firm_hist_mid_same_q,4,105.0,生物制药_4,,33.0,75.91836734693878,112.55657142857143,0.2931859027079716,0.2931859027079716,guidance_initial,0
000404.SZ,2022-01-29,2021-12-31,预增,37.89,72.36,16000.0,20000.0,11603.51,2022-01-29,预计:净利润16000-20000,"（一）公司坚持“由大向强”的战略目标，做大做强压缩机主业，着力发展拓展新业。2021年面对大宗原材料价格及海运费上涨，以及“缺芯、缺箱、缺工、缺电”等严峻形势，公司积极知难求进、化危为机、抢抓机遇，强化产品结构优化、运营效率提升及增收降本等工作，一定程度缓解了外部环境对经营业绩的压力，全年产销规模、销售收入同比均实现增长，但归属于上市公司股东的扣除非经常性损益的净利润同比仍有所下降。（二）为客观反应公司对长虹集团财务有限公司权益投资价值，公司根据《企业会计准则第22号—金融工具确认和计量》，以估值方式确认其公允价值，加上取得的分红，增加2021年归属于上市公司股东的净利润约4,000万元（其中非经常性收益约3,300万元）。（三）根据《长虹格兰博科技股份有限公司股份认购之对赌补偿补充协议》，公司取得长虹格兰博12位股东对2018年至2020年未完成承诺业绩的部分补偿，增加非经常性收益约7,600万元，品叠公司增资长虹格兰博时形成的无形资产及商誉减值后，增加2021年归属于上市公司股东的净利润约2,300万元。",1,55.125,长虹华意,家用电器,1996-06-19,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-31.102500000000006,116.35499999999999,firm_hist_mid_same_q,4,116.35499999999999,家用电器_4,84.3225,-61.22999999999999,,481.394909548882,-0.12719286969066412,-0.12719286969066412,guidance_initial,0
000415.SZ,2022-01-29,2021-12-31,续亏,83.13,91.56,-130000.0,-65000.0,-770434.4,2022-01-29,预计:净利润-130000--65000,"2021年度，公司归属于上市公司股东的净利润亏损金额较上年同期有较大幅度下降，主要原因如下：1.报告期内，全球航空业仍受到疫情的持续负面影响，公司仍面临部分航空公司租金延付、租金违约及承租人破产的风险，但随着疫苗的普及和推广，全球航空业正在从疫情影响中缓慢复苏，公司飞机租赁业务逐步恢复。2.报告期内，国际海运市场的高景气度仍在延续,公司集装箱出租率持续处于历史最高水平，新交付集装箱租金水平、二手集装箱处置价格等较去年同期增长明显，公司集装箱租赁业务净利润较上年同期增长约130%-140%。3.上年同期受疫情及部分客户破产重整等影响，公司部分境内客户的信用评级水平下降，导致计提资产减值准备金额较大，本报告期境内租赁业务资产减值金额较去年同期大幅下降。4.报告期内，公司及下属子公司通过债务置换、展期、重组等方式合计形成债务重组收益约17亿元，其中境外债务重组收益约13亿元，境内债务重组收益约4亿元。影响归属于上市公司股东的净利润约13亿元。本报告期公司非经常性损益主要为上述债务重组收益。",1,87.345,渤海租赁,多元金融,1996-07-16,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,1.1174999999999926,-462.46135000000004,firm_hist_mid_same_q,4,-462.46135000000004,多元金融_4,123.77499999999999,549.8063500000001,191.9351625,284.56307192249994,1.9321071644522396,1.9321071644522396,guidance_initial,0
000420.SZ,2022-01-29,2021-12-31,续亏,44.27,54.99,-13000.0,-10500.0,-23328.84,2022-01-29,预计:净利润-13000--10500,2021年国内外市场较上一年有所好转，尤其产品销售量的增长带来一定减亏作用，但受原辅材料及能源价格上涨影响，导致产品成本大幅上升、毛利下降，本年预计净利润仍为负值。,1,49.63,吉林化纤,化纤,1996-08-02,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-36.597500000000004,-220.63500000000002,firm_hist_mid_same_q,4,-220.63500000000002,化纤_4,130.9425,270.26500000000004,215.60485625,319.65575987625,0.8454876586757866,0.8454876586757866,guidance_initial,0
000421.SZ,2022-01-29,2021-12-31,预减,-65.31,-50.09,7807.0,11235.0,22508.29,2022-01-29,预计:净利润7807-11235,2021年归属于上市公司股东的净利润较去年同期下降，主要系上期公司控股子公司杭州朗优置业有限公司楼盘交付确认收益，本期公司控股子公司南京建信中北房地产开发有限公司楼盘交付确认收益，体量较朗优项目减少。,1,-57.7,南京公用,供气供热,1996-08-06,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-143.9275,112.345,firm_hist_mid_same_q,4,112.345,供气供热_4,,-170.04500000000002,268.59625,398.22080024999997,-0.4270118484349564,-0.4270118484349564,guidance_initial,0
000422.SZ,2022-01-28,2021-12-31,预增,1195.39,1368.11,150000.0,170000.0,11579.49,2022-01-28,预计:净利润150000-170000,"影响公司2021年度经营业绩的主要原因如下：1、主营业务的影响2021年度，公司经营态势良好，生产装置负荷水平高位稳定运行，主导产品市场价格大幅上涨，公司2021年度归属于上市公司股东的净利润与去年同期相比大幅上升，扣除非经常性损益后的净利润同比实现扭亏为盈。2、由于公司原55万吨氨醇装置改造项目位于长江岸线1km内，按政策规定，需要搬迁至新址，2021年期末公司对原项目全面清理，对其不可收回部分投资进行评估并计提减值准备。同时，公司对长期资产进行清理，并计提减值准备。因此，公司四季度单季度净利润较三季度有大幅下降。3、非经常性损益的影响2021年度，公司处置非流动性资产产生损失约5,200万元,计入非经常性损益。2021年度，公司收到政府补助约6,800万元，较上年减少约18,300万元，计入非经常性损益。2021年度，公司对外委托贷款取得收益约16,200万元，较上年度减少约4,500万元，计入非经常性损益。",1,1281.75,湖北宜化,农药化肥,1996-08-15,2022-02-07,,,,False,cross_sectional_90d_median,80.1025,1201.6475,-36.7775,firm_hist_mid_same_q,4,-36.7775,农药化肥_4,100.04499999999999,1318.5275,12571.950225,18639.173403585,0.07073959083112552,0.07073959083112552,guidance_initial,0
000423.SZ,2022-01-28,2021-12-31,预增,888.0,997.0,42750.0,47475.0,4328.93,2022-01-28,预计:净利润42750-47475,公司坚持以消费者为中心，专注顾客增长与保留，加快推进产品创新，强化科研成果转化，不断释放品牌生产力，实现稳定良性增长。未来，公司将积极响应国家推进中医药传承创新发展的号召，坚持以成为“中式滋补健康领域中消费者最为信赖的大健康企业”为指引，以顾客需求为导向，加快数字转型和商业模式创新；深入推进“价值重塑、业务重塑、组织重塑、精神重塑”，巩固核心产品市场领导地位，延伸现有品牌品类，围绕市场与顾客需求提供解决方案，提升数字化转型组织能力，推进公司高质量发展。,1,942.5,东阿阿胶,中成药,1996-07-29,2022-02-07,,,,False,cross_sectional_90d_median,80.1025,862.3975,-4.812725,firm_hist_mid_same_q,4,-4.812725,中成药_4,83.98,947.312725,358.976590625,532.218693260625,1.7799313270947166,1.7799313270947166,guidance_initial,0
000426.SZ,2022-01-29,2021-12-31,扭亏,208.78,257.73,20000.0,29000.0,-18385.93,2022-01-29,预计:净利润20000-29000,2020年，受新冠肺炎疫情影响，公司及各子公司复工时间延迟，子公司银漫矿业受2·23事故影响停产（银漫矿业选矿厂于2020年7月31日恢复生产，采区于2020年9月1日恢复生产），导致公司经营亏损。2021年，公司子公司银漫矿业复产（银漫矿业自2021年2月3日停产，选矿厂于2021年5月2日恢复生产，采区于2021年8月21日恢复生产）、乾金达矿业投产，公司主营矿产品产销量同比增长。报告期内，受宏观经济环境及市场对产品需求变化等因素影响，公司主营矿产品销售价格较上年同期上涨，促使公司经营业绩实现同比增长。,1,233.255,兴业银锡,铅锌,1996-08-28,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,147.02749999999997,-50.9225,firm_hist_mid_same_q,4,-50.9225,铅锌_4,63.440000000000005,284.1775,238.26609374999998,353.25331059375,0.8044581366338874,0.8044581366338874,guidance_initial,0
000503.SZ,2022-01-29,2021-12-31,续亏,22.9216,22.9216,-18700.0,-18700.0,-24261.0,2022-01-29,预计:净利润-18700,报告期内，公司坚定“一体两翼”的战略布局，一方面着力提升“一体”即数字医保板块的专业服务能力，巩固行业地位；另一方面加快“两翼”即数字医疗及数字医药板块的投入，不断优化和完善产品体系。报告期内，公司总体经营情况持续向好，实现营业收入约人民币2.52亿元，同比增长约21.5%，主要为公司经营业务增长导致收入同比上涨；公司营业总成本同比上涨约21%，主要为公司经营业务的增长导致营业成本及费用的增长；同时，上年度因疫情期间社保减免等政策的影响，公司营业总成本减少，导致本年度同比有所增长。,1,22.9216,国新健康,软件服务,1992-11-30,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-63.30590000000001,-713.2536,firm_hist_mid_same_q,4,-713.2536,软件服务_4,-63.145,736.1752,362.488903125,537.426047773125,1.3698167460442432,1.3698167460442432,guidance_initial,0
000506.SZ,2022-01-29,2021-12-31,续亏,73.6227,83.7678,-13000.0,-8000.0,-49284.88,2022-01-29,预计:净利润-13000--8000,公司预计2021年度业绩亏损，主要原因为：1、主营业务利润降低；2、公司的有息负债形成财务费用较大。,1,78.69524999999999,招金黄金,黄金,1993-03-12,2022-02-07,,,,False,cross_sectional_90d_median,86.2275,-7.532250000000019,-1318.13705,firm_hist_mid_same_q,4,-1318.13705,黄金_4,,1396.8323,577.9567875,856.8787331474999,1.6301400022721237,1.6301400022721237,guidance_initial,0
